school.id,school.name,reading.WB,reading.B,reading.At,reading.A,reading.male.WB,reading.male.B,reading.male.At,reading.male.A,reading.female.WB,reading.female.B,reading.female.At,reading.femaleA,reading.maori.WB,reading.maori.B,reading.maori.At,reading.maori.A,reading.pasifica.WB,reading.pasifica.B,reading.pasifica.At,reading.pasifica.A,writing.WB,writing.B,writing.At,writing.A,writing.male.WB,writing.male.B,writing.male.At,writing.male.A,writing.female.WB,writing.female.B,writing.female.At,writing.femaleA,writing.maori.WB,writing.maori.B,writing.maori.At,writing.maori.A,writing.pasifica.WB,writing.pasifica.B,writing.pasifica.At,writing.pasifica.A,math.WB,math.B,math.At,math.A,math.male.WB,math.male.B,math.male.At,math.male.A,math.female.WB,math.female.B,math.female.At,math.femaleA,math.maori.WB,math.maori.B,math.maori.At,math.maori.A,math.pasifica.WB,math.pasifica.B,math.pasifica.At,math.pasifica.A,X,school.name.y,decile.2007,tfea.2007,decile.2008,tfea.2008,decile.change,tfea.change,school.type,authority,local.authority,council,moe.office,electorate,name.discrepancy
3354,Governors Bay School,0,0.0476,0.1587,0.7937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1429,0.4762,0.3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1905,0.3175,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Governors Bay School,10,Z,10,Z,0,0,Full Primary,State,Banks Peninsula District,Canterbury Region,Christchurch,Banks Peninsula,0
3357,Greendale School,0,0.13,0.21,0.66,0,0.18,0.18,0.64,0,0.08,0.23,0.69,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.58,0.29,0,0.18,0.73,0.09,0,0.08,0.46,0.46,NA,NA,NA,NA,NA,NA,NA,NA,0,0.17,0.37,0.46,0,0.18,0.36,0.46,0,0.15,0.39,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greendale School,9,Q,9,Q,0,0,Contributing,State,Selwyn District,Canterbury Region,Christchurch,Rakaia,0
3361,Greymouth Main School,0.0271,0.1409,0.542,0.29,0.0428,0.1604,0.5829,0.2139,0.011,0.1209,0.5,0.3681,0.017,0.0847,0.7119,0.1864,NA,NA,NA,NA,0.0217,0.2656,0.6233,0.0894,0.0374,0.3262,0.5722,0.0642,0.0055,0.2033,0.6758,0.1154,0.017,0.322,0.5932,0.0678,NA,NA,NA,NA,0.0352,0.187,0.6016,0.1762,0.0481,0.139,0.6524,0.1604,0.022,0.2363,0.5495,0.1923,0.0339,0.2203,0.678,0.0678,NA,NA,NA,NA,NA,Greymouth Main School,5,M,5,M,0,0,Full Primary,State,Grey District,West Coast Region,Nelson,West Coast-Tasman,0
3363,Haast School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haast School,4,K,3,H,-1,-3,Full Primary,State,Westland District,West Coast Region,Nelson,West Coast-Tasman,0
3366,Halswell School,0.0118,0.0963,0.4853,0.4067,0.0081,0.122,0.4634,0.4065,0.0152,0.0722,0.5057,0.4068,0.0357,0.1429,0.4643,0.3571,NA,NA,NA,NA,0.0643,0.2515,0.5809,0.1033,0.0806,0.3306,0.5,0.0887,0.0491,0.1774,0.6566,0.117,0.1071,0.1787,0.6071,0.1071,NA,NA,NA,NA,0.0233,0.1381,0.6479,0.1907,0.0163,0.1184,0.6408,0.2245,0.0297,0.1561,0.6543,0.1599,0.0358,0.1071,0.75,0.1071,NA,NA,NA,NA,NA,Halswell School,10,Z,10,Z,0,0,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
3368,Hanmer Springs School,0.014,0.1944,0.4444,0.3472,0.0233,0.2326,0.3953,0.3488,0,0.138,0.5172,0.3448,0,0.3847,0.4615,0.1538,NA,NA,NA,NA,0.0139,0.1111,0.7222,0.1528,0.0233,0.1395,0.7209,0.1163,0,0.069,0.7241,0.2069,0,0.1538,0.6154,0.2308,NA,NA,NA,NA,0.0139,0.1667,0.6389,0.1805,0.0233,0.1628,0.5581,0.2558,0,0.1724,0.7586,0.069,0,0.3846,0.3846,0.2308,NA,NA,NA,NA,NA,Hanmer Springs School,5,M,9,Q,4,4,Full Primary,State,Hurunui District,Canterbury Region,Christchurch,Kaikoura,0
3370,Harewood School,0.07,0.08,0.57,0.28,0.1,0.1,0.55,0.25,0.04,0.06,0.59,0.31,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.14,0.67,0.11,0.11,0.19,0.63,0.07,0.04,0.09,0.72,0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.12,0.63,0.2,0.05,0.13,0.55,0.27,0.06,0.11,0.71,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harewood School,9,Q,8,P,-1,-1,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Ilam,0
3371,Heathcote Valley School,0.0389,0.2023,0.3268,0.4319,0.0388,0.2403,0.2791,0.4419,0.0458,0.1603,0.3817,0.4122,0.0625,0.1875,0.375,0.375,NA,NA,NA,NA,0.0385,0.1885,0.4346,0.3385,0.0543,0.2326,0.4496,0.2636,0.0229,0.145,0.4198,0.4122,0.0938,0.3125,0.3125,0.2813,NA,NA,NA,NA,0.0269,0.25,0.4462,0.2769,0.0233,0.2248,0.4729,0.279,0.0305,0.2748,0.4198,0.2748,0.0313,0.4688,0.3125,0.1875,NA,NA,NA,NA,NA,Heathcote Valley School,7,O,9,Q,2,2,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
3373,Highfield School,0.06,0.17,0.55,0.22,0.06,0.17,0.55,0.22,0.02,0.15,0.6,0.23,NA,NA,NA,NA,NA,NA,NA,NA,0.078,0.265,0.559,0.098,0.12,0.3,0.51,0.07,0.02,0.21,0.63,0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.16,0.68,0.11,0.078,0.191,0.617,0.114,0.02,0.118,0.735,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,Highfield School,6,N,7,O,1,1,Full Primary,State,Timaru District,Canterbury Region,Christchurch,Aoraki,0
3375,Hinds School,0.074,0.213,0.39,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.27,0.55,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,0.166,0.532,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hinds School,8,P,9,Q,1,1,Full Primary,State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3380,Hornby Primary School,0.1832,0.3588,0.4046,0.0534,0.1638,0.3607,0.4098,0.0656,0.1286,0.1714,0.6143,0.0857,0.1471,0.3235,0.4412,0.0882,0.0455,0.3636,0.5909,0,0.1603,0.5267,0.2901,0.0229,0.1639,0.623,0.1803,0.0328,0.1571,0.4429,0.3857,0.0143,0.1471,0.5,0.3235,0.0294,0,0.6818,0.3182,0,0.1832,0.3588,0.4046,0.0534,0.2167,0.3667,0.3167,0.1,0.1429,0.3571,0.4857,0.0143,0.1765,0.4118,0.4117,0,0.0455,0.3636,0.5909,0,NA,Hornby Primary School,2,E,2,E,0,0,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Wigram,0
3384,Ilam School,0,0.1369,0.1956,0.6675,0,0.1854,0.2472,0.5674,0,0.1,0.155,0.745,0,0.1429,0.1429,0.7143,0,0.0714,0.3571,0.5714,0.0437,0.4029,0.432,0.1214,0.0859,0.4798,0.3687,0.0656,0,0.3209,0.4973,0.1818,0,0.4286,0.3571,0.2143,0.0714,0.3571,0.4286,0.1429,0,0.1772,0.2257,0.5971,0,0.1842,0.2053,0.6105,0,0.1571,0.2565,0.5864,0,0.2143,0.2857,0.5,0.1429,0,0.2143,0.6428,NA,Ilam School,9,Q,7,O,-2,-2,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Ilam,0
3385,Isleworth School,0.0413,0.2113,0.3041,0.4433,0.0431,0.2903,0.2903,0.3763,0.0396,0.1386,0.3168,0.505,0.0294,0.1471,0.5294,0.2941,0.0769,0.2308,0.3077,0.3846,0.0928,0.1546,0.4072,0.3454,0.1183,0.1935,0.4086,0.2796,0.0694,0.1188,0.4059,0.4059,0.1176,0.1471,0.5,0.2353,0.1538,0.2308,0.2308,0.3846,0.0363,0.3886,0.3834,0.1917,0.0543,0.3696,0.2935,0.2826,0.0199,0.4059,0.4653,0.1089,0.0295,0.5882,0.3235,0.0588,0,0.4167,0.5,0.0833,NA,Isleworth School,7,O,6,N,-1,-1,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Ilam,0
3389,Kaiapoi North School,0.08,0.12,0.41,0.39,0.11,0.13,0.43,0.33,0.05,0.1,0.39,0.46,0.11,0.1,0.52,0.27,NA,NA,NA,NA,0.09,0.22,0.54,0.15,0.14,0.3,0.46,0.1,0.04,0.14,0.62,0.2,0.1,0.25,0.52,0.13,NA,NA,NA,NA,0.08,0.24,0.53,0.15,0.07,0.26,0.5,0.17,0.08,0.22,0.56,0.14,0.07,0.23,0.6,0.1,NA,NA,NA,NA,NA,Kaiapoi North School,4,J,5,M,1,3,Full Primary,State,Waimakariri District,Canterbury Region,Christchurch,Waimakariri,0
3391,Kaikoura Primary School,0.01,0.13,0.57,0.29,0.02,0.15,0.57,0.26,0,0.11,0.57,0.32,0,0.25,0.67,0.08,NA,NA,NA,NA,0.012,0.126,0.655,0.207,0.022,0.182,0.614,0.182,0,0.07,0.7,0.23,0,0.09,0.84,0.06,NA,NA,NA,NA,0.011,0.112,0.506,0.371,0.01,0.11,0.41,0.48,0,0.11,0.61,0.28,0,0.14,0.71,0.15,NA,NA,NA,NA,NA,Kaikoura Primary School,6,N,5,M,-1,-1,Contributing,State,Kaikoura District,Canterbury Region,Nelson,Kaikoura,0
3392,Kaikoura Suburban School,0,0.25,0.48,0.27,0,0.31,0.24,0.45,0,0,0.44,0.56,0,0.19,0.38,0.43,NA,NA,NA,NA,0,0.25,0.48,0.27,0,0.45,0.41,0.14,0,0.09,0.53,0.38,0,0.29,0.57,0.14,NA,NA,NA,NA,0,0.19,0.54,0.27,0,0.17,0.59,0.24,0,0.21,0.5,0.29,0,0.28,0.62,0.1,NA,NA,NA,NA,NA,Kaikoura Suburban School,7,O,7,O,0,0,Contributing,State,Kaikoura District,Canterbury Region,Nelson,Kaikoura,0
3393,Kaniere School,0.03,0.26,0.53,0.18,0,0.16,0.84,0,0,0.44,0.56,0,0,0.14,0.68,0.18,NA,NA,NA,NA,0.05,0.39,0.47,0.09,0,0.23,0.77,0,0,0.67,0.33,0,0.03,0.47,0.47,0.03,NA,NA,NA,NA,0.04,0.21,0.61,0.14,0,0.16,0.84,0,0,0.34,0.66,0,0,0.18,0.71,0.11,NA,NA,NA,NA,NA,Kaniere School,5,M,7,O,2,2,Contributing,State,Westland District,West Coast Region,Nelson,West Coast-Tasman,0
3394,Karoro School,0.1,0.15,0.42,0.33,0.16,0.15,0.39,0.3,0.03,0.15,0.45,0.37,0.11,0.18,0.41,0.3,NA,NA,NA,NA,0.1,0.33,0.44,0.13,0.17,0.35,0.39,0.09,0.03,0.26,0.52,0.19,0.11,0.37,0.33,0.19,NA,NA,NA,NA,0.13,0.28,0.5,0.09,0.17,0.27,0.47,0.09,0.09,0.3,0.54,0.07,0.15,0.37,0.34,0.14,NA,NA,NA,NA,NA,Karoro School,9,Q,8,P,-1,-1,Full Primary,State,Grey District,West Coast Region,Nelson,West Coast-Tasman,0
3396,Kirkwood Intermediate,0.003,0.0955,0.4776,0.4239,0.0057,0.1364,0.5511,0.3068,0,0.0516,0.4129,0.5355,0,0.1304,0.4783,0.3913,0,0.2222,0.5556,0.2222,0.0841,0.4361,0.3645,0.1153,0.1119,0.5176,0.3176,0.0529,0.0533,0.3467,0.4133,0.1867,0.1364,0.4545,0.2273,0.1818,0.1111,0.5556,0.1111,0.2222,0.0031,0.0823,0.5,0.4146,0.0058,0.0977,0.4885,0.408,0,0.0649,0.513,0.4221,0,0.1053,0.6316,0.2631,0,0.1,0.6,0.3,NA,Kirkwood Intermediate,6,N,7,O,1,1,Intermediate,State,Christchurch City,Canterbury Region,Christchurch,Ilam,0
3397,Kirwee Model School,0.0371,0.0926,0.1944,0.6759,0,0.1818,0.2182,0.6,0,0.0755,0.1698,0.7547,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,0.2222,0.6944,0.0463,0.0728,0.2545,0.6182,0.0545,0,0.1887,0.7736,0.0377,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1019,0.5185,0.3796,0,0.0909,0.4909,0.4182,0,0.1132,0.5472,0.3396,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kirwee Model School,9,Q,10,Z,1,1,Contributing,State,Selwyn District,Canterbury Region,Christchurch,Rakaia,0
3398,Kokatahi-Kowhitirangi School,0.149,0.234,0.3404,0.2766,0.12,0.36,0.32,0.2,0.1818,0.0909,0.3636,0.3636,NA,NA,NA,NA,NA,NA,NA,NA,0.1277,0.2979,0.4043,0.1702,0.2083,0.3333,0.375,0.0833,0.0435,0.2609,0.4348,0.2609,NA,NA,NA,NA,NA,NA,NA,NA,0.0851,0.2553,0.4894,0.1702,0.16,0.24,0.4,0.2,0,0.2727,0.5909,0.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kokatahi-Kowhitirangi School,9,Q,8,P,-1,-1,Contributing,State,Westland District,West Coast Region,Nelson,West Coast-Tasman,0
3401,Kumara School,0.21,0.05,0.37,0.37,0.25,0,0.25,0.5,0.18,0.09,0.46,0.27,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.05,0.58,0.26,0.125,0.125,0.5,0.25,0.09,0,0.64,0.27,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.05,0.63,0.21,0.125,0,0.625,0.25,0.09,0.09,0.64,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kumara School,4,J,5,M,1,3,Full Primary,State,Westland District,West Coast Region,Nelson,West Coast-Tasman,0
3406,Lake Tekapo School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake Tekapo School,10,Z,7,O,-3,-3,Contributing,State,MacKenzie District,Canterbury Region,Christchurch,Aoraki,0
3407,Lauriston School,0.023,0.034,0.477,0.466,0.02,0.04,0.57,0.37,0.025,0.025,0.359,0.591,NA,NA,NA,NA,NA,NA,NA,NA,0.011,0.182,0.477,0.33,0.021,0.286,0.469,0.224,0,0.051,0.487,0.462,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.046,0.636,0.295,0.02,0.02,0.674,0.286,0.025,0.077,0.591,0.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lauriston School,10,Z,9,Q,-1,-1,Contributing,State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3410,Leeston School,0.08,0.19,0.48,0.25,0.09,0.25,0.45,0.21,0.07,0.13,0.52,0.28,0,0.18,0.67,0.15,NA,NA,NA,NA,0.075,0.32,0.53,0.075,0.1,0.43,0.44,0.03,0.05,0.22,0.61,0.12,0.08,0.17,0.71,0.04,NA,NA,NA,NA,0.073,0.164,0.69,0.073,0.07,0.17,0.69,0.07,0.077,0.153,0.693,0.077,0.07,0.19,0.67,0.07,NA,NA,NA,NA,NA,Leeston School,8,P,8,P,0,0,Contributing,State,Selwyn District,Canterbury Region,Christchurch,Rakaia,0
3413,Linwood Avenue School,0.144,0.285,0.537,0.033,0.127,0.304,0.544,0.025,0.17,0.259,0.527,0.045,0.168,0.198,0.614,0.02,0.203,0.254,0.424,0.119,0.133,0.27,0.559,0.037,0.139,0.291,0.551,0.019,0.134,0.241,0.563,0.063,0.099,0.248,0.653,0,0.136,0.322,0.542,0,0.07,0.263,0.63,0.037,0.053,0.24,0.68,0.027,0.096,0.313,0.591,0,0.069,0.228,0.693,0.01,0.068,0.339,0.508,0.085,NA,Linwood Avenue School,2,D,2,D,0,0,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
3414,Linwood Intermediate,0.102,0.438,0.453,0.008,0.143,0.457,0.4,0,0.052,0.414,0.517,0.017,0.081,0.514,0.378,0.027,0.091,0.545,0.364,0,0.109,0.766,0.125,0,0.1145,0.7145,0.171,0,0.103,0.828,0.069,0,0.054,0.757,0.189,0,0.045,0.818,0.136,0,0.109,0.602,0.234,0.055,0.1,0.629,0.243,0.029,0.121,0.569,0.224,0.086,0.054,0.703,0.162,0.081,0.045,0.636,0.318,0,NA,Linwood Intermediate,2,D,2,D,0,0,Intermediate,State,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,0
3419,Loburn School,0.0657,0.146,0.4745,0.3138,0.1343,0.2239,0.4328,0.209,0,0.0714,0.5143,0.4143,NA,NA,NA,NA,NA,NA,NA,NA,0.0803,0.1898,0.6496,0.0803,0.1642,0.2985,0.5075,0.0298,0,0.0857,0.7857,0.1286,NA,NA,NA,NA,NA,NA,NA,NA,0.0511,0.1898,0.5912,0.1679,0.0896,0.2836,0.4328,0.194,0.0143,0.1,0.7429,0.1428,NA,NA,NA,NA,NA,NA,NA,NA,NA,Loburn School,10,Z,10,Z,0,0,Full Primary,State,Waimakariri District,Canterbury Region,Christchurch,Kaikoura,0
3422,Lynton Downs School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynton Downs School,7,O,9,Q,2,2,Contributing,State,Kaikoura District,Canterbury Region,Nelson,Kaikoura,0
3424,Lyttelton West School,0.045,0.1441,0.2613,0.5495,0.069,0.2069,0.2759,0.4483,0.0189,0.0755,0.2453,0.6604,0.1111,0.1111,0.2778,0.5,NA,NA,NA,NA,0.036,0.2703,0.4054,0.2883,0.0517,0.3966,0.431,0.1207,0.0189,0.1321,0.3774,0.4717,0.1111,0.2222,0.3333,0.3333,NA,NA,NA,NA,0.036,0.1351,0.5315,0.2973,0.0517,0.1034,0.5345,0.3103,0.0189,0.1698,0.5283,0.283,0.1667,0.0556,0.5556,0.2222,NA,NA,NA,NA,NA,Lyttelton West School,8,P,9,Q,1,1,Full Primary,State,Banks Peninsula District,Canterbury Region,Christchurch,Banks Peninsula,0
3425,Mairehau School,0.0828,0.1552,0.269,0.4931,0.118,0.1615,0.2981,0.4224,0.0388,0.1473,0.2326,0.5814,0.0889,0.1333,0.1778,0.6,0.0909,0.1818,0.5,0.2273,0.0492,0.1934,0.4459,0.3115,0.0719,0.2575,0.4611,0.2096,0.0217,0.1159,0.4275,0.4348,0.0435,0.1739,0.5,0.2826,0,0.5455,0.4091,0.0454,0.1749,0.3762,0.3201,0.1287,0.1617,0.3952,0.3054,0.1377,0.1912,0.3529,0.3382,0.1176,0.0667,0.3111,0.4222,0.2,0,0.8636,0.0909,0.0455,NA,Mairehau School,5,M,4,L,-1,-1,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,0
3427,Manning Intermediate,0.27,0.23,0.32,0.185,0.355,0.23,0.25,0.16,0.19,0.225,0.385,0.2,0.235,0.235,0.435,0.095,0.29,0.425,0.145,0.14,0.58,0.32,0.07,0.02,0.78,0.15,0.05,0.03,0.39,0.49,0.1,0.02,0.29,0.21,0.43,0.07,0.71,0.29,0,0,0.245,0.365,0.255,0.135,0.365,0.4,0.12,0.115,0.02,0.33,0.33,0.32,0.155,0.155,0.415,0.275,0.495,0.25,0.125,0.13,NA,Manning Intermediate,5,M,4,L,-1,-1,Intermediate,State,Christchurch City,Canterbury Region,Christchurch,Wigram,0
3429,Marshland School,0.0153,0.0459,0.5051,0.4337,0.0104,0.125,0.5,0.3646,0.02,0.08,0.5,0.4,0,0.25,0.5,0.25,NA,NA,NA,NA,0.0358,0.1173,0.5357,0.3112,0.052,0.125,0.5,0.323,0.02,0.11,0.57,0.3,0,0.25,0.5,0.25,NA,NA,NA,NA,0.0153,0.1071,0.4694,0.4082,0.0104,0.1042,0.5729,0.3125,0.02,0.11,0.37,0.5,0,0.25,0.5,0.25,NA,NA,NA,NA,NA,Marshland School,6,N,8,P,2,2,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Waimakariri,0
3432,Mayfield School (Mid-Canterbury),0.03,0.07,0.6,0.3,0.03,0.08,0.64,0.25,0.03,0.06,0.56,0.35,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.07,0.8,0.1,0.055,0.08,0.81,0.055,0,0.06,0.78,0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.07,0.72,0.18,0.03,0.08,0.69,0.2,0.03,0.06,0.75,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mayfield School (Mid-Canterbury),9,Q,9,Q,0,0,Full Primary,State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3436,Methven School,0.0126,0.1925,0.3933,0.4016,0.0076,0.2197,0.4167,0.356,0.0187,0.1589,0.3645,0.4579,0,0.3889,0.1667,0.4444,NA,NA,NA,NA,0.0293,0.3389,0.5816,0.0502,0.053,0.3864,0.5303,0.0303,0,0.2804,0.6449,0.0747,0,0.4444,0.5,0.0556,NA,NA,NA,NA,0.0102,0.2538,0.5127,0.2233,0.0095,0.2667,0.4762,0.2476,0.0109,0.2391,0.5543,0.1957,0,0.3077,0.6154,0.0769,NA,NA,NA,NA,NA,Methven School,8,P,9,Q,1,1,Contributing,State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3440,Morven School,0.069,0.138,0.621,0.172,0.059,0.1765,0.588,0.1765,0.077,0.154,0.615,0.154,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.4,0.4,0,0.235,0.471,0.294,0,0.154,0.308,0.538,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.5,0.3,0,0.235,0.471,0.294,0,0.154,0.538,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morven School,9,Q,5,M,-4,-4,Contributing,State,Waimate District,Canterbury Region,Christchurch,Aoraki,0
3441,Mt Somers Springburn School,0.054,0.097,0.57,0.279,0.059,0.157,0.549,0.235,0.024,0.024,0.619,0.333,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.183,0.667,0.042,0.137,0.275,0.549,0.039,0.047,0.023,0.605,0.325,NA,NA,NA,NA,NA,NA,NA,NA,0.065,0.075,0.753,0.107,0.078,0.118,0.745,0.059,0.024,0.024,0.786,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mt Somers Springburn School,9,Q,10,Z,1,1,Full Primary,State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3443,Mt Pleasant School,0.034,0.111,0.542,0.313,0.028,0.14,0.469,0.363,0.042,0.076,0.63,0.252,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.091,0.43,0.452,0.028,0.119,0.406,0.447,0.026,0.058,0.458,0.458,NA,NA,NA,NA,NA,NA,NA,NA,0.042,0.124,0.614,0.22,0.071,0.163,0.589,0.177,0.009,0.076,0.644,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mt Pleasant School,10,Z,10,Z,0,0,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
3445,New Brighton Catholic School (Chch),0,0.18,0.33,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.407,0.467,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.23,0.55,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Brighton Catholic School (Chch),3,H,5,M,2,5,Full Primary,State Integrated,Christchurch City,Canterbury Region,Christchurch,Christchurch East,0
3449,Northcote School (Christchurch),0.09,0.29,0.31,0.31,0.13,0.3,0.3,0.27,0.135,0.243,0.27,0.352,0.11,0.32,0.23,0.34,0.045,0.325,0.34,0.29,0.05,0.38,0.48,0.09,0.08,0.49,0.39,0.04,0.05,0.25,0.57,0.13,0.03,0.455,0.4,0.115,0.09,0.38,0.395,0.135,0.06,0.28,0.58,0.08,0.09,0.28,0.55,0.08,0.03,0.27,0.61,0.09,0,0.38,0.59,0.03,0.05,0.2,0.6,0.15,NA,Northcote School (Christchurch),3,G,2,E,-1,-2,Contributing,State,Christchurch City,Canterbury Region,Christchurch,Waimakariri,0
3455,Opawa School,0.03,0.25,0.49,0.23,0.03,0.22,0.54,0.21,0.02,0.27,0.45,0.26,0,0.31,0.4,0.29,NA,NA,NA,NA,0.04,0.33,0.51,0.12,0.05,0.35,0.53,0.07,0.02,0.33,0.48,0.17,0.03,0.4,0.43,0.14,NA,NA,NA,NA,0.03,0.26,0.48,0.23,0.02,0.24,0.46,0.28,0.05,0.27,0.51,0.17,0,0.28,0.49,0.23,NA,NA,NA,NA,NA,Opawa School,5,M,5,M,0,0,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
3460,Our Lady of Fatima School (Chch),0.0167,0.1444,0.5167,0.3222,0.023,0.1954,0.4943,0.2873,0.0108,0.0968,0.5376,0.3548,NA,NA,NA,NA,NA,NA,NA,NA,0.0223,0.2291,0.648,0.1006,0.0233,0.3023,0.6047,0.0697,0.0215,0.1613,0.6882,0.129,NA,NA,NA,NA,NA,NA,NA,NA,0.0202,0.2576,0.5909,0.1313,0.0313,0.2917,0.5313,0.1457,0.0098,0.2255,0.6471,0.1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,Our Lady of Fatima School (Chch),7,O,7,O,0,0,Full Primary,State Integrated,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,0
3462,Our Lady of Snows School (Methven),0.03,0.1,0.56,0.31,0.056,0.167,0.556,0.221,0,0,0.57,0.43,NA,NA,NA,NA,NA,NA,NA,NA,0.031,0.125,0.719,0.125,0.056,0.194,0.667,0.083,0,0.036,0.786,0.178,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.17,0.58,0.22,0.06,0.17,0.58,0.19,0,0.115,0.615,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Our Lady of Snows School (Methven),10,Z,10,Z,0,0,Full Primary,State Integrated,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
3464,Ouruhia Model School,0.0714,0.1875,0.3304,0.4107,0.1091,0.2364,0.3091,0.3454,0.0351,0.1404,0.3509,0.4737,NA,NA,NA,NA,NA,NA,NA,NA,0.1429,0.2589,0.4196,0.1786,0.2,0.3273,0.3636,0.1091,0.0877,0.193,0.4737,0.2456,NA,NA,NA,NA,NA,NA,NA,NA,0.0804,0.2321,0.4554,0.2321,0.1091,0.2182,0.4182,0.2545,0.0526,0.2456,0.4912,0.2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ouruhia Model School,6,N,8,P,2,2,Full Primary,State,Christchurch City,Canterbury Region,Christchurch,Christchurch East,0
