school.id,school.name,reading.WB,reading.B,reading.At,reading.A,reading.male.WB,reading.male.B,reading.male.At,reading.male.A,reading.female.WB,reading.female.B,reading.female.At,reading.femaleA,reading.maori.WB,reading.maori.B,reading.maori.At,reading.maori.A,reading.pasifica.WB,reading.pasifica.B,reading.pasifica.At,reading.pasifica.A,writing.WB,writing.B,writing.At,writing.A,writing.male.WB,writing.male.B,writing.male.At,writing.male.A,writing.female.WB,writing.female.B,writing.female.At,writing.femaleA,writing.maori.WB,writing.maori.B,writing.maori.At,writing.maori.A,writing.pasifica.WB,writing.pasifica.B,writing.pasifica.At,writing.pasifica.A,math.WB,math.B,math.At,math.A,math.male.WB,math.male.B,math.male.At,math.male.A,math.female.WB,math.female.B,math.female.At,math.femaleA,math.maori.WB,math.maori.B,math.maori.At,math.maori.A,math.pasifica.WB,math.pasifica.B,math.pasifica.At,math.pasifica.A,X,school.name.y,decile.2007,tfea.2007,decile.2008,tfea.2008,decile.change,tfea.change,school.type,authority,local.authority,council,moe.office,electorate,name.discrepancy
329,Mangakino Area School,0.22,0.38,0.34,0.06,0.3077,0.3077,0.3846,0,0.125,0.4583,0.2917,0.125,0.1957,0.413,0.3261,0.0652,NA,NA,NA,NA,0.22,0.26,0.34,0.18,0.3077,0.2308,0.3462,0.1154,0.125,0.2917,0.3333,0.25,0.1778,0.2889,0.3778,0.1556,NA,NA,NA,NA,0.1224,0.4286,0.3265,0.1224,0.16,0.48,0.24,0.12,0.0833,0.375,0.4167,0.125,0.1111,0.4444,0.3333,0.1111,NA,NA,NA,NA,NA,Mangakino Area School,1,A,1,A,0,0,Composite (Year 1-15),State,Taupo District,Waikato Region,Rotorua,Taupo,0
331,St Thomas of Canterbury College,0.035,0.135,0.455,0.375,0.035,0.135,0.455,0.375,NA,NA,NA,NA,0,0.24,0.44,0.32,0.125,0.25,0.375,0.25,0.08,0.09,0.755,0.075,0.08,0.09,0.755,0.075,NA,NA,NA,NA,0.07,0.1,0.83,0,0,0.25,0.75,0,0.03,0.155,0.635,0.18,0.03,0.155,0.635,0.18,NA,NA,NA,NA,0,0.2,0.73,0.07,0,0.415,0.585,0,NA,St Thomas of Canterbury College,8,P,8,P,0,0,Secondary (Year 7-15),State Integrated,Christchurch City,Canterbury Region,Christchurch,Wigram,0
335,Middleton Grange School,0.0905,0.1481,0.2901,0.4712,0.1239,0.1667,0.2479,0.4615,0.0595,0.131,0.3294,0.4802,0.1724,0.1724,0.2414,0.4138,0.0769,0.0769,0.4615,0.3846,0.107,0.177,0.4588,0.2572,0.1624,0.1923,0.4487,0.1966,0.0556,0.1627,0.4683,0.3135,0.1725,0.069,0.5862,0.1724,0.0769,0,0.7692,0.1538,0.0591,0.1894,0.4847,0.2668,0.0508,0.1568,0.5127,0.2797,0.0667,0.2196,0.4588,0.2549,0.069,0.2414,0.4828,0.2068,0.0769,0,0.8462,0.0769,NA,Middleton Grange School,9,Q,9,Q,0,0,Composite (Year 1-15),State Integrated,Christchurch City,Canterbury Region,Christchurch,Wigram,0
341,Hillview Christian School,0.09,0.04,0.06,0.81,0.11,0.04,0.07,0.78,0.08,0.03,0.04,0.85,0.05,0.05,0.07,0.83,0.13,0,0,0.87,0.05,0.1,0.25,0.6,0.07,0.11,0.28,0.54,0.02,0.08,0.23,0.66,0.02,0.05,0.34,0.59,0,0.09,0.35,0.57,0.03,0.08,0.2,0.69,0.03,0.07,0.18,0.72,0.03,0.09,0.22,0.66,0.02,0.15,0.2,0.63,0.04,0.09,0.09,0.78,NA,Hillview Christian School,6,N,6,N,0,0,Composite (Year 1-15),State Integrated,Christchurch City,Canterbury Region,Christchurch,Banks Peninsula,0
346,Darfield High School,0,0.342,0.276,0.382,0,0.3725,0.2905,0.337,0,0.274,0.308,0.418,0,0.7145,0.2855,0,NA,NA,NA,NA,0,0.223,0.69,0.087,0,0.31,0.658,0.032,0,0.13,0.7215,0.1485,0,0.161,0.8035,0.0355,NA,NA,NA,NA,0,0.431,0.3565,0.2125,0,0.4295,0.344,0.2265,0,0.4315,0.3725,0.196,0,0.715,0.285,0,NA,NA,NA,NA,NA,Darfield High School,8,P,8,P,0,0,Secondary (Year 7-15),State,Selwyn District,Canterbury Region,Christchurch,Rakaia,0
348,Mount Hutt College,0.0741,0.1111,0.5333,0.2815,0.1323,0.1471,0.5441,0.1765,0.0149,0.0746,0.5224,0.3881,NA,NA,NA,NA,NA,NA,NA,NA,0.1704,0.4667,0.3259,0.037,0.2941,0.4706,0.2353,0,0.0448,0.4627,0.4179,0.0746,NA,NA,NA,NA,NA,NA,NA,NA,0.0519,0.1852,0.5259,0.237,0.0882,0.2059,0.4412,0.2647,0.0149,0.1642,0.6119,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Hutt College,10,Z,8,P,-2,-2,Secondary (Year 7-15),State,Ashburton District,Canterbury Region,Christchurch,Rakaia,0
352,Geraldine High School,0,0.2,0.48,0.32,0,0.28,0.39,0.33,0,0.105,0.56,0.335,0,0.365,0.575,0.06,NA,NA,NA,NA,0.01,0.21,0.46,0.32,0.015,0.31,0.43,0.245,0,0.115,0.485,0.4,0,0.425,0.515,0.06,NA,NA,NA,NA,0.03,0.155,0.535,0.28,0,0.18,0.46,0.36,0.035,0.16,0.58,0.225,0.03,0.335,0.545,0.09,NA,NA,NA,NA,NA,Geraldine High School,8,P,8,P,0,0,Secondary (Year 7-15),State,Timaru District,Canterbury Region,Christchurch,Aoraki,0
357,Craighead Diocesan School,0,0.1212,0.6061,0.2727,NA,NA,NA,NA,0,0.1212,0.6061,0.2727,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1212,0.6667,0.2121,NA,NA,NA,NA,0,0.1212,0.6667,0.2121,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1212,0.6364,0.2424,NA,NA,NA,NA,0,0.1212,0.6364,0.2424,NA,NA,NA,NA,NA,NA,NA,NA,NA,Craighead Diocesan School,9,Q,9,Q,0,0,Secondary (Year 7-15),State Integrated,Timaru District,Canterbury Region,Christchurch,Aoraki,0
362,Waimate High School,0.0323,0.2043,0.5376,0.2258,0.0625,0.2708,0.5625,0.1042,0,0.1333,0.5111,0.3556,0,0.5,0.375,0.125,NA,NA,NA,NA,0.0323,0.2473,0.5699,0.1505,0.0625,0.2917,0.625,0.0208,0,0.2222,0.4889,0.2889,0,0.625,0.25,0.125,NA,NA,NA,NA,0.043,0.2258,0.5484,0.1828,0.0833,0.25,0.4792,0.1875,0,0.2,0.6222,0.1778,0,0.5,0.375,0.125,NA,NA,NA,NA,NA,Waimate High School,5,M,4,J,-1,-3,Secondary (Year 7-15),State,Waimate District,Canterbury Region,Christchurch,Aoraki,0
370,Maniototo Area School,0.0331,0.0909,0.4463,0.4298,0.0167,0.15,0.4333,0.4,0.0492,0.0328,0.459,0.459,0,0.1852,0.5185,0.2963,NA,NA,NA,NA,0.0826,0.1983,0.3636,0.3554,0.1017,0.2034,0.3898,0.3051,0.0656,0.1967,0.3443,0.3934,0.037,0.3704,0.3333,0.2593,NA,NA,NA,NA,0.05,0.125,0.7083,0.1167,0,0.1034,0.6897,0.2069,0.0967,0.1452,0.7258,0.0323,0.1481,0.2593,0.5556,0.037,NA,NA,NA,NA,NA,Maniototo Area School,8,P,7,O,-1,-1,Composite (Year 1-15),State,Central Otago District,Otago Region,Dunedin,Otago,0
373,Cromwell College,0.0741,0.1574,0.3241,0.4444,0.0944,0.2075,0.3962,0.3019,0.0546,0.1091,0.2545,0.5818,NA,NA,NA,NA,NA,NA,NA,NA,0.0577,0.3846,0.3077,0.25,0.087,0.4565,0.3043,0.1522,0.0345,0.3276,0.3103,0.3276,NA,NA,NA,NA,NA,NA,NA,NA,0.0275,0.3945,0.3486,0.2294,0.0364,0.4182,0.3818,0.1636,0.0185,0.3704,0.3148,0.2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cromwell College,6,N,8,P,2,2,Secondary (Year 7-15),State,Central Otago District,Otago Region,Dunedin,Otago,0
380,St Hildas Collegiate,0,0.073,0.7645,0.1625,NA,NA,NA,NA,0,0.073,0.7645,0.1625,0,0,1,0,NA,NA,NA,NA,0,0.0905,0.7275,0.182,NA,NA,NA,NA,0,0.0905,0.7275,0.182,0,0,1,0,NA,NA,NA,NA,0,0.109,0.747,0.144,NA,NA,NA,NA,0,0.109,0.747,0.144,0,0,0.5,0.5,NA,NA,NA,NA,NA,St Hildas Collegiate,10,Z,10,Z,0,0,Secondary (Year 7-15),State Integrated,Dunedin City,Otago Region,Dunedin,Dunedin North,0
381,Kaikorai Valley College,0.235,0.15,0.39,0.225,0.285,0.15,0.37,0.195,0.165,0.14,0.405,0.29,0,0.25,0.75,0,NA,NA,NA,NA,0.33,0.285,0.255,0.13,0.405,0.325,0.16,0.11,0.19,0.31,0.45,0.05,0.12,0.38,0.5,0,NA,NA,NA,NA,0.2,0.275,0.44,0.085,0.215,0.25,0.425,0.11,0.215,0.28,0.46,0.045,0.24,0.38,0.38,0,NA,NA,NA,NA,NA,Kaikorai Valley College,6,N,5,M,-1,-1,Secondary (Year 7-15),State,Dunedin City,Otago Region,Dunedin,Dunedin North,0
386,Columba College,0.0161,0.0884,0.6386,0.2567,0.0455,0.1591,0.5682,0.2272,0.0098,0.0732,0.6537,0.2634,0,0.0833,0.5,0.4167,NA,NA,NA,NA,0.0241,0.1968,0.6024,0.1767,0.0909,0.3182,0.5455,0.0455,0.0098,0.1707,0.6146,0.2049,0,0.3333,0.5,0.1667,NA,NA,NA,NA,0.0201,0.1406,0.7108,0.1285,0.0455,0.2045,0.5682,0.1818,0.0146,0.1171,0.7512,0.1171,0,0,0.9167,0.0833,NA,NA,NA,NA,NA,Columba College,10,Z,10,Z,0,0,Composite (Year 1-15),State Integrated,Dunedin City,Otago Region,Dunedin,Dunedin North,0
387,John McGlashan College,0.0313,0.2083,0.3229,0.4375,0.0313,0.2083,0.3229,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2813,0.5521,0.1666,0,0.2813,0.5521,0.1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1354,0.3438,0.5208,0,0.1354,0.3438,0.5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John McGlashan College,10,Z,10,Z,0,0,Secondary (Year 7-15),State Integrated,Dunedin City,Otago Region,Dunedin,Dunedin North,0
390,Lawrence Area School,0.0381,0.219,0.3905,0.3524,0.1,0.275,0.325,0.3,0,0.1846,0.4308,0.3846,0,0.3333,0.4167,0.25,NA,NA,NA,NA,0.0476,0.4286,0.3524,0.1714,0.125,0.45,0.3,0.125,0,0.4154,0.3846,0.2,0,0.5,0.5,0,NA,NA,NA,NA,0.0381,0.381,0.3524,0.2285,0.1,0.35,0.35,0.2,0,0.4,0.3538,0.2462,0,0.6667,0.3333,0,NA,NA,NA,NA,NA,Lawrence Area School,7,O,6,N,-1,-1,Composite (Year 1-15),State,Clutha District,Otago Region,Dunedin,Clutha-Southland,0
391,Blue Mountain College,0.075,0.215,0.515,0.195,0.12,0.3,0.395,0.185,0.03,0.135,0.61,0.225,0.34,0.33,0.33,0,NA,NA,NA,NA,0.095,0.31,0.465,0.13,0.1225,0.3775,0.44,0.06,0.03,0.195,0.56,0.215,0.335,0.5,0.165,0,NA,NA,NA,NA,0.16,0.21,0.425,0.205,0.15,0.21,0.45,0.19,0.165,0.215,0.38,0.24,0.415,0.125,0.335,0.125,NA,NA,NA,NA,NA,Blue Mountain College,8,P,7,O,-1,-1,Secondary (Year 7-15),State,Clutha District,Otago Region,Dunedin,Clutha-Southland,0
392,Tokomairiro High School,0.04,0.18,0.59,0.19,0.0392,0.1569,0.5882,0.2157,0.0408,0.2041,0.5918,0.1633,0.04,0.16,0.68,0.12,NA,NA,NA,NA,0.09,0.29,0.5,0.12,0.0577,0.3846,0.4423,0.1154,0.125,0.1875,0.5625,0.125,0.0357,0.25,0.5357,0.1786,NA,NA,NA,NA,0.1313,0.303,0.3535,0.2121,0.1429,0.1837,0.4286,0.2449,0.12,0.42,0.28,0.18,0.0833,0.2083,0.5417,0.1667,NA,NA,NA,NA,NA,Tokomairiro High School,5,M,5,M,0,0,Secondary (Year 7-15),State,Clutha District,Otago Region,Dunedin,Clutha-Southland,0
395,Northern Southland College,0,0.165,0.835,0,0,0.23,0.77,0,0,0.1,0.9,0,0,0.145,0.855,0,NA,NA,NA,NA,0,0.385,0.615,0,0,0.475,0.525,0,0,0.295,0.705,0,0,0.145,0.855,0,NA,NA,NA,NA,0,0.265,0.735,0,0,0.25,0.75,0,0,0.28,0.72,0,0,0,1,0,NA,NA,NA,NA,NA,Northern Southland College,6,N,7,O,1,1,Secondary (Year 7-15),State,Southland District,Southland Region,Invercargill,Clutha-Southland,0
397,St Peter's College (Gore),0.2377,0.3564,0.4059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2278,0.4455,0.3267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291,0.4563,0.4466,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,St Peter's College (Gore),8,P,8,P,0,0,Secondary (Year 7-15),State Integrated,Gore District,Southland Region,Invercargill,Clutha-Southland,0
398,Takitimu Primary School,0.0482,0.1205,0.6265,0.2048,0.0556,0.1667,0.5556,0.2221,0.0638,0.0851,0.6596,0.1915,0.1111,0.1852,0.5185,0.1852,NA,NA,NA,NA,0.0241,0.1566,0.7108,0.1084,0,0.1944,0.7778,0.0278,0.0426,0.1064,0.6809,0.1702,0,0.2222,0.5926,0.1852,NA,NA,NA,NA,0.0241,0.2169,0.6747,0.0843,0,0.2778,0.6389,0.0833,0.0426,0.1915,0.6809,0.085,0,0.2963,0.6296,0.0741,NA,NA,NA,NA,NA,Takitimu Primary School,5,M,4,K,-1,-2,Full Primary,State,Southland District,Southland Region,Invercargill,Clutha-Southland,0
400,Fiordland College,0.0313,0.0313,0.2656,0.6718,0.069,0,0.3448,0.5862,0,0.0571,0.2,0.7429,NA,NA,NA,NA,NA,NA,NA,NA,0.0455,0.1212,0.6061,0.2272,0.0313,0.1875,0.625,0.1563,0.0588,0.0588,0.5882,0.2941,NA,NA,NA,NA,NA,NA,NA,NA,0.0938,0.1719,0.5,0.2343,0.0645,0.1613,0.4839,0.2903,0.1143,0.1714,0.5429,0.1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fiordland College,8,P,8,P,0,0,Secondary (Year 7-15),State,Southland District,Southland Region,Invercargill,Clutha-Southland,0
401,Menzies College,0.089,0.38,0.24,0.291,0.143,0.429,0.163,0.265,0,0.3,0.367,0.333,0,0.438,0.5,0.062,NA,NA,NA,NA,0.102,0.405,0.316,0.177,0.143,0.469,0.245,0.143,0.034,0.3,0.433,0.233,0.067,0.533,0.333,0.067,NA,NA,NA,NA,0.173,0.345,0.26,0.222,0.152,0.394,0.212,0.242,0.188,0.312,0.292,0.208,0.091,0.727,0.136,0.046,NA,NA,NA,NA,NA,Menzies College,4,L,4,L,0,0,Secondary (Year 7-15),State,Southland District,Southland Region,Invercargill,Clutha-Southland,0
404,Southland Boys' High School,0.085,0.085,0.45,0.38,0.085,0.085,0.45,0.38,NA,NA,NA,NA,0.1,0.075,0.37,0.455,0.125,0.455,0.295,0.125,0.17,0.395,0.345,0.09,0.17,0.395,0.345,0.09,NA,NA,NA,NA,0.205,0.485,0.25,0.06,0.165,0.545,0.165,0.125,0.075,0.305,0.325,0.295,0.075,0.305,0.325,0.295,NA,NA,NA,NA,0.165,0.4,0.335,0.1,0,0.79,0,0.21,NA,Southland Boys' High School,4,L,5,M,1,1,Secondary (Year 7-15),State,Invercargill City,Southland Region,Invercargill,Invercargill,0
405,Southland Girls' High School,0.02,0.2167,0.43,0.3333,NA,NA,NA,NA,0.02,0.2167,0.43,0.3333,0.017,0.2881,0.4576,0.2373,0,0.15,0.65,0.2,0.0433,0.26,0.48,0.2167,NA,NA,NA,NA,0.0433,0.26,0.48,0.2167,0.017,0.3559,0.4237,0.2034,0,0.25,0.65,0.1,0.0268,0.1906,0.4281,0.3545,NA,NA,NA,NA,0.0268,0.1906,0.4281,0.3545,0.017,0.2712,0.5254,0.1864,0,0.2,0.6,0.2,NA,Southland Girls' High School,4,K,5,M,1,2,Secondary (Year 7-15),State,Invercargill City,Southland Region,Invercargill,Invercargill,0
408,Verdon College,0.0543,0.1867,0.6265,0.1325,0.0649,0.1558,0.6494,0.1299,0.045,0.2135,0.6067,0.1348,0.1154,0.2308,0.5385,0.1154,0,0.1429,0.8571,0,0.1647,0.4353,0.4,0,0.1688,0.4819,0.3373,0.012,0.0753,0.3978,0.5269,0,0.44,0.4,0.16,0,0.125,0.25,0.625,0,0,0.3989,0.4382,0.1629,0,0.3855,0.4217,0.1928,0,0.4149,0.4574,0.1277,0,0.6071,0.3571,0.0357,0,0.25,0.625,0.125,NA,Verdon College,5,M,5,M,0,0,Secondary (Year 7-15),State Integrated,Invercargill City,Southland Region,Invercargill,Invercargill,0
409,Aparima College,0.1154,0.1923,0.4615,0.2308,0.1538,0.2308,0.3846,0.2308,0,0.1667,0.5833,0.25,0.1,0.3,0.2,0.4,NA,NA,NA,NA,0.04,0.48,0.4,0.08,0.0769,0.6154,0.2308,0.0769,0,0.3334,0.5833,0.0833,0,0.5,0.5,0,NA,NA,NA,NA,0.12,0.08,0.6,0.2,0.1538,0.0769,0.5385,0.2308,0.0833,0.0833,0.6667,0.1667,0.2,0.1,0.5,0.2,NA,NA,NA,NA,NA,Aparima College,2,E,5,M,3,8,Secondary (Year 7-15),State,Southland District,Southland Region,Invercargill,Clutha-Southland,0
421,Richmond View School,0.01,0.15,0.25,0.59,0,0.18,0.22,0.6,0.02,0.1,0.13,0.75,0,0.17,0.39,0.44,NA,NA,NA,NA,0.04,0.13,0.58,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.13,0.58,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richmond View School,6,N,6,N,0,0,Full Primary,State Integrated,Marlborough District,Marlborough Region,Nelson,Kaikoura,0
422,Faith Academy,0.032,0.272,0.328,0.368,0.0345,0.3276,0.3448,0.2931,0.0299,0.2239,0.3134,0.4328,0.0556,0.4167,0.3056,0.2221,NA,NA,NA,NA,0.032,0.216,0.408,0.344,0.0517,0.2586,0.431,0.2586,0.0149,0.1791,0.3881,0.4179,0.0556,0.3056,0.4167,0.2222,NA,NA,NA,NA,0.192,0.28,0.4,0.128,0.2586,0.2586,0.3276,0.1552,0.1343,0.2985,0.4627,0.1045,0.2778,0.1389,0.5,0.0833,NA,NA,NA,NA,NA,Faith Academy,4,L,4,J,0,-2,Full Primary,State Integrated,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
429,Excellere College,0.0577,0.0962,0.3269,0.5192,NA,NA,NA,NA,NA,NA,NA,NA,0.0667,0.2667,0.2,0.4666,NA,NA,NA,NA,0.2909,0.4,0.1818,0.1273,NA,NA,NA,NA,NA,NA,NA,NA,0.1539,0.6154,0.0769,0.1538,NA,NA,NA,NA,0.0208,0.2292,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3333,0.6667,0,NA,NA,NA,NA,NA,Kamo Christian College,4,J,5,M,1,3,Composite (Year 1-15),State Integrated,Whangarei District,Northland Region,Whangarei,Whangarei,1
439,Totara College of Accelerated Learning,0.0811,0.027,0.4865,0.4054,0.111,0.056,0.389,0.444,0.053,0,0.579,0.368,NA,NA,NA,NA,NA,NA,NA,NA,0,0.027,0.919,0.054,0,0.05,0.84,0.11,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.166,0.695,0.139,0,0.15,0.65,0.2,0,0.225,0.725,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Totara College of Accelerated Learning,3,H,3,I,0,1,Composite (Year 1-15),State Integrated,Tararua District,Manawatu-Wanganui Region,Wellington,Wairarapa,0
463,TKK Motuhake o Tawhiuau,0,0.0448,0.403,0.5522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0462,0.4615,0.4923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5672,0.4179,0.0149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TKK Motuhake o Tawhiuau,1,A,1,A,0,0,Composite (Year 1-15),State,Whakatane District,Bay of Plenty Region,Rotorua,Rotorua,0
491,Sancta Maria College,0.127,0.127,0.567,0.179,0.124,0.107,0.646,0.123,0.13,0.145,0.493,0.232,0.2,0.2,0.4,0.2,0.333,0.167,0.5,0,0.121,0.198,0.601,0.08,0.156,0.219,0.539,0.086,0.09,0.179,0.655,0.076,0.267,0.267,0.4,0.066,0.143,0.214,0.429,0.214,0.117,0.186,0.533,0.164,0.123,0.177,0.523,0.177,0.111,0.194,0.542,0.153,0.267,0.2,0.333,0.2,0.393,0.25,0.286,0.071,NA,Sancta Maria College,7,O,8,P,1,1,Secondary (Year 7-15),State Integrated,Manukau City,Auckland Region,Auckland South,Manukau East,0
496,Reefton Area School,0.06,0.35,0.32,0.27,0.11,0.37,0.26,0.26,0,0.33,0.39,0.28,0.1,0.4,0.25,0.25,NA,NA,NA,NA,0.08,0.57,0.28,0.07,0.15,0.55,0.27,0.03,0,0.59,0.3,0.11,0.15,0.6,0.15,0.1,NA,NA,NA,NA,0.11,0.41,0.38,0.1,0.193,0.371,0.323,0.113,0.02,0.46,0.44,0.08,0.25,0.5,0.15,0.1,NA,NA,NA,NA,NA,Reefton Area School,3,H,3,H,0,0,Composite (Year 1-15),State,Buller District,West Coast Region,Nelson,West Coast-Tasman,0
528,Ponatahi Christian School,0.02,0.06,0.57,0.35,0,0.08,0.58,0.34,0.04,0.04,0.56,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,0.63,0.33,0,0.042,0.666,0.292,0.04,0,0.6,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0,0.06,0.55,0.39,0,0.08,0.46,0.46,0,0.04,0.64,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ponatahi Christian School,9,Q,7,O,-2,-2,Composite (Year 1-15),State Integrated,Carterton District,Wellington Region,Wellington,Wairarapa,0
530,Waiheke High School,0.062,0.156,0.345,0.437,0.076,0.236,0.333,0.355,0.043,0.063,0.359,0.535,0.036,0.243,0.5,0.221,0,0,0.5,0.5,0.049,0.21,0.512,0.229,0.076,0.299,0.515,0.11,0.015,0.1,0.511,0.374,0,0.28,0.585,0.135,0,0,1,0,0.094,0.288,0.316,0.302,0.136,0.28,0.299,0.285,0.043,0.296,0.338,0.323,0.067,0.4,0.35,0.183,0,0,1,0,NA,Waiheke High School,4,L,6,N,2,2,Secondary (Year 7-15),State,Auckland City,Auckland Region,Auckland South,Auckland Central,0
531,Catholic Cathedral College,0.035,0.6,0.155,0.21,0.05,0.83,0.06,0.06,0,0.25,0.21,0.54,0,0.5,0.25,0.25,0,0.5,0.5,0,0.08,0.76,0.16,0,0.15,0.85,0,0,0,0.695,0.305,0,0,1,0,0,0,1,0,0,0.05,0.705,0.245,0,0.1125,0.775,0.1125,0,0,0.61,0.39,0,0,0.75,0.25,0,0,0.835,0.165,0,NA,Catholic Cathedral College,4,J,3,H,-1,-2,Secondary (Year 7-15),State Integrated,Christchurch City,Canterbury Region,Christchurch,Christchurch Central,0
532,John Paul College,0,0.105,0.525,0.37,0,0.1268,0.5399,0.3333,0,0.085,0.48,0.435,0,0.143,0.554,0.303,0,0.455,0.364,0.181,0,0.095,0.555,0.35,0,0.11,0.57,0.32,0,0.07,0.51,0.42,0,0.259,0.463,0.278,0,0.364,0.364,0.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,John Paul College,7,O,7,O,0,0,Secondary (Year 7-15),State Integrated,Rotorua District,Bay of Plenty Region,Rotorua,Rotorua,0
533,Mt Aspiring College,0.02,0.11,0.42,0.46,0.01,0.17,0.46,0.36,0.02,0.04,0.37,0.56,0,0.08,0.67,0.25,NA,NA,NA,NA,0.047,0.215,0.523,0.215,0.08,0.29,0.49,0.14,0.01,0.13,0.56,0.3,0,0.17,0.75,0.08,NA,NA,NA,NA,0.05,0.12,0.42,0.41,0.07,0.14,0.39,0.4,0.03,0.09,0.46,0.42,0.08,0.17,0.5,0.25,NA,NA,NA,NA,NA,Mt Aspiring College,9,Q,10,Z,1,1,Secondary (Year 7-15),State,Queenstown-Lakes District,Otago Region,Dunedin,Otago,0
536,Kavanagh College,0.06,0.19,0.6,0.15,0.08,0.21,0.58,0.13,0.05,0.16,0.63,0.16,0.1539,0.1923,0.4615,0.1923,0.22,0.28,0.33,0.17,0.07,0.22,0.68,0.03,0.08,0.26,0.63,0.03,0.06,0.17,0.73,0.04,0.1923,0.2308,0.3846,0.1923,0.2778,0.2222,0.3333,0.1667,0.12,0.3,0.46,0.12,0.1466,0.3534,0.3879,0.1121,0.0968,0.2581,0.5242,0.1209,0.1923,0.3077,0.3077,0.1923,0.28,0.28,0.22,0.22,NA,Kavanagh College,8,P,8,P,0,0,Secondary (Year 7-15),State Integrated,Dunedin City,Otago Region,Dunedin,Dunedin North,0
548,Aurora College,0.535,0.18,0.21,0.075,0.48,0.1725,0.26,0.0875,0.65,0.2,0.1,0.05,0.535,0.3575,0.1075,0,0.55,0.165,0.1425,0.1425,0.4565,0.2715,0.242,0.03,0.435,0.26,0.26,0.045,0.5,0.3,0.2,0,0.45,0.43,0.12,0,0.55,0.165,0.1425,0.1425,0.394,0.212,0.288,0.106,0.3925,0.15,0.3275,0.13,0.4,0.35,0.2,0.05,0.465,0.27,0.265,0,0.38,0.335,0.215,0.07,NA,Aurora College,2,E,2,E,0,0,Secondary (Year 7-15),State,Invercargill City,Southland Region,Invercargill,Invercargill,0
551,Coastal Taranaki School,0.015,0.128,0.465,0.392,NA,NA,NA,NA,NA,NA,NA,NA,0,0.116,0.492,0.392,NA,NA,NA,NA,0.087,0.268,0.617,0.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022,0.392,0.518,0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal Taranaki School,4,L,5,M,1,1,Composite (Year 1-15),State,New Plymouth District,Taranaki Region,Wanganui,New Plymouth,0
552,James Hargest College,0.095,0.135,0.46,0.31,0.12,0.18,0.445,0.255,0.055,0.09,0.465,0.39,0.135,0.13,0.385,0.35,NA,NA,NA,NA,0.17,0.205,0.49,0.135,0.23,0.27,0.33,0.17,0.095,0.135,0.595,0.175,0.17,0.235,0.405,0.19,NA,NA,NA,NA,0.13,0.32,0.37,0.18,0.145,0.295,0.355,0.205,0.1,0.345,0.4,0.155,0.16,0.32,0.365,0.155,NA,NA,NA,NA,NA,James Hargest College,8,P,8,P,0,0,Secondary (Year 7-15),State,Invercargill City,Southland Region,Invercargill,Invercargill,0
